2000-12-03 90
2000-12-09 89
2000-12-10 89
2000-12-11 89
2001-01-10 109
2001-01-11 110
2001-01-17 110
2001-01-18 109
2001-04-01 110
2001-04-08 112
2001-05-21 111
2001-07-08 110
2001-07-10 111
2001-07-10 112
2001-10-02 112
2001-10-19 113
2001-10-20 113
2001-10-21 114
2001-10-22 114
2001-10-24 114
2001-10-25 114
2001-10-28 114
2001-10-29 114
2001-10-30 114
2001-10-31 114
2001-11-02 114
2001-11-03 114
2001-11-10 117
2001-11-12 117
2001-12-24 117
2002-01-07 117
2002-01-16 115
2002-01-16 116
2002-02-05 116
2002-02-06 116
2002-02-07 116
2002-02-14 116
2002-02-14 117
2002-03-28 116
2002-03-29 119
2002-03-30 117
2002-03-30 119
2002-03-31 117
2002-04-01 117
2002-04-02 117
2002-04-07 117
2002-04-08 116
2002-04-09 117
2002-04-10 117
2002-04-10 118
2002-04-12 118
2002-04-13 118
2002-04-27 118
2002-06-14 118
2002-06-18 118
2002-06-20 118
2002-06-22 119
2002-06-24 119
2002-06-25 119
2002-06-27 119
2002-07-25 119
2002-08-19 119
2002-08-23 119
2002-08-23 120
2002-08-24 120
2002-08-30 120
2002-08-31 120
2002-09-01 120
2002-09-01 121
2002-09-03 122
2002-11-13 122
2002-12-19 122
2003-01-28 122
2003-02-28 122
2003-03-20 122
2003-04-22 122
2003-05-25 122
2003-12-10 122
2003-12-20 122
2003-12-21 122
2003-12-25 122
2004-02-11 123
2004-06-01 123
2004-09-01 123
2004-09-03 123
2004-09-09 123
2004-09-10 123
2004-09-11 123
2004-09-18 123
2004-09-23 123
2004-10-11 123
2004-10-22 123
2004-10-23 123
2004-10-23 124
2004-10-24 124
2004-10-24 126
2004-10-28 126
2004-11-13 126
2004-11-17 126
2004-12-28 126
2006-02-15 366
2006-02-16 172
2006-02-17 173
2006-02-19 173
2006-02-20 173
2006-02-24 172
2006-02-27 171
2006-03-08 172
2006-03-10 173
2006-03-14 193
2006-03-15 193
2006-03-16 193
2006-03-17 193
2006-03-23 193
2006-04-28 193
2006-05-30 193
2006-06-02 194
2006-06-24 194
2006-06-28 197
2006-06-29 197
2006-06-30 197
2006-07-21 197
2006-08-04 198
2006-08-25 198
2006-09-30 198
2006-10-05 198
2006-11-02 198
2006-11-16 198
2006-11-17 198
2006-11-20 198
2006-11-21 198
2006-11-22 198
2006-11-30 198
2006-12-06 199
2006-12-13 199
2006-12-27 200
2006-12-27 205
2007-01-24 200
2007-01-26 200
2007-02-08 200
2007-02-21 199
2007-02-21 200
2007-02-21 201
2007-02-21 206
2007-02-27 206
2007-03-02 208
2007-03-04 208
2007-03-07 208
2007-03-10 212
2007-03-20 214
2007-03-20 215
2007-03-22 215
2007-04-26 216
2007-05-08 216
2007-05-08 217
2007-05-31 217
2007-07-02 268
2007-07-06 272
2007-07-09 270
2007-07-09 272
2007-07-09 273
2007-07-12 265
2007-07-12 272
2007-07-16 268
2007-07-17 268
2007-07-18 268
2007-07-18 269
2007-07-18 270
2007-07-19 253
2007-07-20 253
2007-08-06 253
2007-08-13 256
2007-08-13 258
2007-08-15 260
2007-08-20 259
2007-08-20 260
2007-08-20 261
2007-08-27 262
2007-09-04 279
2007-09-28 278
2007-10-03 279
2007-10-03 280
2007-10-05 280
2007-10-08 283
2007-10-09 283
2007-10-10 282
2007-10-10 283
2007-10-10 284
2007-10-12 285
2007-10-12 286
2007-10-12 290
2007-10-13 290
2007-10-16 290
2007-10-24 290
2007-10-31 291
2007-11-05 291
2007-11-07 291
2007-11-07 292
2007-11-14 294
2007-11-21 294
2007-11-26 294
2007-11-27 295
2007-12-05 295
2007-12-07 293
2007-12-07 294
2007-12-07 295
2007-12-07 296
2007-12-08 296
2007-12-08 297
