2004-11 264
2004-12 130
2005-01 196
2005-02 90
2005-03 134
2005-04 96
2005-05 132
2005-06 70
2005-07 44
2005-08 18
2005-09 26
2005-10 22
2005-11 20
2005-12 63
2006-01 137
2006-02 53
2006-03 154
2006-04 215
2006-05 193
2006-06 228
2006-07 194
2006-08 135
2006-09 224
2006-10 178
2006-11 186
2006-12 116
2007-01 24
2007-02 14
2007-03 57
2007-04 48
2007-05 26
2007-06 41
2007-07 120
2007-08 110
2007-09 97
2007-10 90
2007-11 76
2007-12 38
2008-01 63
2008-02 89
2008-03 78
2008-04 86
2008-05 67
2008-06 55
2008-07 102
2008-08 99
2008-09 98
2008-10 69
2008-11 46
2008-12 93
2009-01 100
2009-02 117
2009-03 83
2009-04 72
2009-05 44
2009-06 66
2009-07 53
2009-08 114
2009-09 106
2009-10 83
2009-11 160
2009-12 179
2010-01 187
2010-02 108
2010-03 58
2010-04 95
2010-05 140
2010-06 165
2010-07 137
2010-08 105
2010-09 183
2010-10 292
2010-11 232
2010-12 283
2011-01 297
2011-02 259
2011-03 250
2011-04 224
2011-05 177
2011-06 323
2011-07 341
2011-08 455
2011-09 256
2011-10 405
2011-11 418
2011-12 286
2012-01 373
2012-02 246
2012-03 310
2012-04 285
2012-05 296
2012-06 198
2012-07 279
2012-08 121
2012-09 127
2012-10 128
2012-11 173
2012-12 135
2013-01 179
2013-02 197
2013-03 117
2013-04 155
2013-05 163
2013-06 35
2013-07 124
2013-08 169
2013-09 113
2013-10 166
2013-11 50
2013-12 120
2014-01 131
2014-02 89
2014-03 101
2014-04 57
2014-05 93
2014-06 46
2014-07 52
2014-08 63
2014-09 121
2014-10 105
2014-11 74
2014-12 33
2015-01 42
2015-02 84
2015-03 167
2015-04 107
2015-05 105
2015-06 132
2015-07 127
2015-08 59
2015-09 129
2015-10 155
2015-11 81
2015-12 42
2016-01 165
2016-02 143
2016-03 134
2016-04 49
2016-05 80
2016-06 146
2016-07 86
2016-08 98
2016-09 149
2016-10 277
2016-11 107
2016-12 82
2017-01 114
2017-02 137
2017-03 238
2017-04 175
2017-05 79
2017-06 87
2017-07 120
2017-08 250
2017-09 177
2017-10 205
2017-11 176
2017-12 93
2018-01 131
2018-02 155
2018-03 168
2018-04 92
2018-05 142
2018-06 86
2018-07 107
2018-08 133
2018-09 195
2018-10 173
2018-11 185
2018-12 98
2019-01 89
2019-02 136
2019-03 69
2019-04 151
2019-05 89
2019-06 117
2019-07 139
2019-08 84
2019-09 136
2019-10 138
2019-11 86
2019-12 20
2020-01 74
2020-02 24
2020-03 139
2020-04 258
2020-05 165
2020-06 71
2020-07 113
2020-08 46
2020-09 125
2020-10 109
2020-11 335
2020-12 144
2021-01 155
2021-02 255
2021-03 182
2021-04 103
2021-05 96
2021-06 98
2021-07 68
2021-08 21
